Make,Y,L,Price,Longitude,Latitude,flag
Dufour,0,0.4,133617,12.56738,41.87194,1
Dufour,0,0.45,127548,12.56738,41.87194,1
Elan,0,0.4,127543,15.2,45.1,1
Elan,0,0.4,91102,15.2,45.1,1
Hallberg-Rassy,0,0.4,339508,21.824312,39.074208,1
Hanse,0,0.2,108108,21.824312,39.074208,1
Hanse,0,0.2,120239,12.56738,41.87194,1
Hanse,0,0.2,103249,12.56738,41.87194,1
Hanse,0,0.2,83814,12.56738,41.87194,1
Hanse,0,0.5,132436,10.451526,51.165691,1
Hanse,0,0.85,236875,25.013607,58.595272,1
Jeanneau,0,0.2,94746,21.824312,39.074208,1
Jeanneau,0,0.2,103235,12.56738,41.87194,1
Jeanneau,0,0.45,187063,15.2,45.1,1
Jeanneau,0,0.45,102034,15.2,45.1,1
Jeanneau,0,0.45,95961,15.2,45.1,1
Jeanneau,0,0.45,93532,15.2,45.1,1
Jeanneau,0,0.65,216225,15.2,45.1,1
Jeanneau,0,0.65,194359,21.824312,39.074208,1
Jeanneau,0,0.65,151837,21.824312,39.074208,1
Jeanneau,0,0.65,139690,21.824312,39.074208,1
Jeanneau,0,0.65,163984,12.56738,41.87194,1
Jeanneau,0,0.65,166420,35.243322,38.963745,1
Jeanneau,0,0.95,251808,21.824312,39.074208,1
Jeanneau,0,0.95,242939,12.56738,41.87194,1
Jeanneau,0,0.95,236866,12.56738,41.87194,1
Poncin,0,0.55,78955,21.824312,39.074208,1
Salona,0,0.15,120285,21.824312,39.074208,1
Salona,0,0.4,109323,15.2,45.1,1
Salona,0,0.4,98390,15.2,45.1,1
Salona,0,0.4,127543,33.429859,35.126413,1
Salona,0,0.4,91858,12.56738,41.87194,1
Wauquiez,0,0.25,168843,35.243322,38.963745,1
X-Yachts,0,0.7,334042,12.56738,41.87194,1
Bavaria,0.071428571,0.15,102668,15.2,45.1,1
Bavaria,0.071428571,0.15,78955,15.2,45.1,1
Bavaria,0.071428571,0.15,109201,10.451526,51.165691,1
Bavaria,0.071428571,0.15,78955,21.824312,39.074208,1
Bavaria,0.071428571,0.15,72760,21.824312,39.074208,1
Bavaria,0.071428571,0.15,59520,14.995463,46.151241,1
Bavaria,0.071428571,0.15,94770,35.243322,38.963745,1
Bavaria,0.071428571,0.25,57091,15.2,45.1,1
Bavaria,0.071428571,0.25,57091,15.2,45.1,1
Bavaria,0.071428571,0.3,109065,15.2,45.1,1
Bavaria,0.071428571,0.3,102034,12.56738,41.87194,1
Bavaria,0.071428571,0.5,94770,15.2,45.1,1
Bavaria,0.071428571,0.5,89910,15.2,45.1,1
Bavaria,0.071428571,0.5,129000,21.824312,39.074208,1
Bavaria,0.071428571,0.5,127548,21.824312,39.074208,1
Bavaria,0.071428571,0.5,109350,21.824312,39.074208,1
Bavaria,0.071428571,0.5,108112,21.824312,39.074208,1
Bavaria,0.071428571,0.5,103188,21.824312,39.074208,1
Bavaria,0.071428571,0.5,102034,21.824312,39.074208,1
Bavaria,0.071428571,0.5,100820,21.824312,39.074208,1
Bavaria,0.071428571,0.5,99881,21.824312,39.074208,1
Bavaria,0.071428571,0.65,173094,15.2,45.1,1
Bavaria,0.071428571,0.65,127543,15.2,45.1,1
Bavaria,0.071428571,0.65,121470,21.824312,39.074208,1
Bavaria,0.071428571,0.65,117826,21.824312,39.074208,1
Bavaria,0.071428571,0.65,97176,21.824312,39.074208,1
Bavaria,0.071428571,0.65,121470,12.56738,41.87194,1
Bavaria,0.071428571,0.65,115396,12.56738,41.87194,1
Beneteau,0.071428571,0.15,74115,15.2,45.1,1
Beneteau,0.071428571,0.15,72639,15.2,45.1,1
Beneteau,0.071428571,0.15,71667,21.824312,39.074208,1
Beneteau,0.071428571,0.15,91102,35.243322,38.963745,1
Beneteau,0.071428571,0.35,97176,15.2,45.1,1
Beneteau,0.071428571,0.35,95961,15.2,45.1,1
Beneteau,0.071428571,0.35,88673,15.2,45.1,1
Beneteau,0.071428571,0.35,87458,15.2,45.1,1
Beneteau,0.071428571,0.35,85017,21.824312,39.074208,1
Beneteau,0.071428571,0.35,145764,14.375416,35.937496,1
Beneteau,0.071428571,0.35,95961,14.375416,35.937496,1
Beneteau,0.071428571,0.4,131187,21.824312,39.074208,1
Beneteau,0.071428571,0.4,151837,12.56738,41.87194,1
Beneteau,0.071428571,0.55,151837,15.2,45.1,1
Beneteau,0.071428571,0.65,194359,21.824312,39.074208,1
Beneteau,0.071428571,0.65,194351,21.824312,39.074208,1
Beneteau,0.071428571,0.65,188278,21.824312,39.074208,1
Beneteau,0.071428571,0.65,185858,21.824312,39.074208,1
Beneteau,0.071428571,0.65,205284,12.56738,41.87194,1
Beneteau,0.071428571,0.65,206498,14.375416,35.937496,1
Beneteau,0.071428571,0.65,157668,24.96676,45.943161,1
Beneteau,0.071428571,0.75,103249,15.2,45.1,1
Beneteau,0.071428571,0.85,176131,15.2,45.1,1
Beneteau,0.071428571,0.85,230792,21.824312,39.074208,1
Beneteau,0.071428571,0.85,194108,24.96676,45.943161,1
Comar,0.071428571,0.25,139690,12.56738,41.87194,1
Comar,0.071428571,0.25,120255,12.56738,41.87194,1
Delphia,0.071428571,0.15,78945,12.56738,41.87194,1
Delphia,0.071428571,0.15,159277,18.643501,60.128161,1
Dufour,0.071428571,0.4,132402,12.56738,41.87194,1
Dufour,0.071428571,0.45,145764,21.824312,39.074208,1
Dufour,0.071428571,0.45,132402,21.824312,39.074208,1
Dufour,0.071428571,0.45,163984,14.375416,35.937496,1
Elan,0.071428571,0.1,100212,15.2,45.1,1
Elan,0.071428571,0.1,93076,15.2,45.1,1
Elan,0.071428571,0.1,72882,15.2,45.1,1
Elan,0.071428571,0.1,59520,15.2,45.1,1
Elan,0.071428571,0.4,109080,15.2,45.1,1
Elan,0.071428571,0.4,168843,14.375416,35.937496,1
Elan,0.071428571,0.4,201697,18.643501,60.128161,1
Grand Soleil,0.071428571,0.25,145744,12.56738,41.87194,1
Grand Soleil,0.071428571,0.25,111752,12.56738,41.87194,1
Grand Soleil,0.071428571,0.35,157911,21.824312,39.074208,1
Grand Soleil,0.071428571,0.45,200425,12.56738,41.87194,1
Grand Soleil,0.071428571,0.45,193137,12.56738,41.87194,1
Grand Soleil,0.071428571,0.45,176176,12.56738,41.87194,1
Grand Soleil,0.071428571,0.45,156742,35.243322,38.963745,1
Grand Soleil,0.071428571,0.45,144549,35.243322,38.963745,1
Grand Soleil,0.071428571,0.65,206498,12.56738,41.87194,1
Hanse,0.071428571,0.2,93249,21.824312,39.074208,1
Hanse,0.071428571,0.2,91102,12.56738,41.87194,1
Hanse,0.071428571,0.5,194351,12.56738,41.87194,1
Hanse,0.071428571,0.5,162769,12.56738,41.87194,1
Hanse,0.071428571,0.5,143371,12.56738,41.87194,1
Hanse,0.071428571,0.5,143371,12.56738,41.87194,1
Harmony,0.071428571,0.55,82588,21.824312,39.074208,1
Hunter,0.071428571,0.2,95948,21.824312,39.074208,1
Hunter,0.071428571,0.2,94733,21.824312,39.074208,1
Jeanneau,0.071428571,0.2,119648,15.2,45.1,1
Jeanneau,0.071428571,0.2,72760,15.2,45.1,1
Jeanneau,0.071428571,0.2,115396,12.56738,41.87194,1
Jeanneau,0.071428571,0.2,103249,12.56738,41.87194,1
Jeanneau,0.071428571,0.45,173702,15.2,45.1,1
Jeanneau,0.071428571,0.45,139690,15.2,45.1,1
Jeanneau,0.071428571,0.45,115396,15.2,45.1,1
Jeanneau,0.071428571,0.45,109323,21.824312,39.074208,1
Jeanneau,0.071428571,0.45,103188,21.824312,39.074208,1
Jeanneau,0.071428571,0.65,132407,15.2,45.1,1
Jeanneau,0.071428571,0.65,252667,21.824312,39.074208,1
Jeanneau,0.071428571,0.65,115396,21.824312,39.074208,1
Jeanneau,0.071428571,0.65,206507,12.56738,41.87194,1
Jeanneau,0.071428571,0.95,179775,15.2,45.1,1
Jeanneau,0.071428571,0.95,299771,21.824312,39.074208,1
Jeanneau,0.071428571,0.95,230792,12.56738,41.87194,1
Wauquiez,0.071428571,0.55,279391,21.824312,39.074208,1
X-Yachts,0.071428571,0.2,212572,12.56738,41.87194,1
Zuanelli,0.071428571,0.8,346188,12.56738,41.87194,1
Alubat,0.142857143,0.25,194351,12.56738,41.87194,1
Archambault,0.142857143,0.15,119024,21.824312,39.074208,1
Bavaria,0.142857143,0.15,123292,15.2,45.1,1
Bavaria,0.142857143,0.15,91102,15.2,45.1,1
Bavaria,0.142857143,0.15,97176,21.824312,39.074208,1
Bavaria,0.142857143,0.15,69238,21.824312,39.074208,1
Bavaria,0.142857143,0.15,68040,21.824312,39.074208,1
Bavaria,0.142857143,0.15,68023,21.824312,39.074208,1
Bavaria,0.142857143,0.15,67537,21.824312,39.074208,1
Bavaria,0.142857143,0.45,139690,25.48583,42.733883,1
Bavaria,0.142857143,0.45,156696,12.56738,41.87194,1
Bavaria,0.142857143,0.5,133009,15.2,45.1,1
Bavaria,0.142857143,0.5,131795,15.2,45.1,1
Bavaria,0.142857143,0.5,91831,15.2,45.1,1
Bavaria,0.142857143,0.5,105705,21.824312,39.074208,1
Bavaria,0.142857143,0.5,115396,12.56738,41.87194,1
Bavaria,0.142857143,0.65,180382,15.2,45.1,1
Bavaria,0.142857143,0.65,173094,15.2,45.1,1
Bavaria,0.142857143,0.65,108108,15.2,45.1,1
Bavaria,0.142857143,0.65,107486,15.2,45.1,1
Bavaria,0.142857143,0.65,94746,15.2,45.1,1
Bavaria,0.142857143,0.65,145769,12.56738,41.87194,1
Bavaria,0.142857143,0.65,133617,12.56738,41.87194,1
Bavaria,0.142857143,0.65,121470,12.56738,41.87194,1
Bavaria,0.142857143,0.65,184634,14.375416,35.937496,1
Beneteau,0.142857143,0.15,78955,15.2,45.1,1
Beneteau,0.142857143,0.15,72639,15.2,45.1,1
Beneteau,0.142857143,0.15,66808,15.2,45.1,1
Beneteau,0.142857143,0.15,70452,21.824312,39.074208,1
Beneteau,0.142857143,0.2,91125,15.2,45.1,1
Beneteau,0.142857143,0.2,95985,21.824312,39.074208,1
Beneteau,0.142857143,0.2,108135,35.243322,38.963745,1
Beneteau,0.142857143,0.35,115396,15.2,45.1,1
Beneteau,0.142857143,0.35,114789,15.2,45.1,1
Beneteau,0.142857143,0.35,87458,15.2,45.1,1
Beneteau,0.142857143,0.35,112951,21.824312,39.074208,1
Beneteau,0.142857143,0.35,91102,21.824312,39.074208,1
Beneteau,0.142857143,0.35,91041,21.824312,39.074208,1
Beneteau,0.142857143,0.55,194351,21.824312,39.074208,1
Beneteau,0.142857143,0.55,174916,21.824312,39.074208,1
Beneteau,0.142857143,0.55,163991,21.824312,39.074208,1
Beneteau,0.142857143,0.55,160346,21.824312,39.074208,1
Beneteau,0.142857143,0.55,202854,35.243322,38.963745,1
Beneteau,0.142857143,0.65,228363,15.2,45.1,1
Beneteau,0.142857143,0.65,212572,12.56738,41.87194,1
Beneteau,0.142857143,0.65,188278,12.56738,41.87194,1
Beneteau,0.142857143,0.65,230761,35.243322,38.963745,1
Beneteau,0.142857143,0.75,139690,15.2,45.1,1
Beneteau,0.142857143,0.75,176131,21.824312,39.074208,1
Beneteau,0.142857143,0.75,150622,21.824312,39.074208,1
Beneteau,0.142857143,0.75,145764,21.824312,39.074208,1
Beneteau,0.142857143,0.85,218645,21.824312,39.074208,1
Beneteau,0.142857143,0.85,194351,21.824312,39.074208,1
Comar,0.142857143,0.25,139671,12.56738,41.87194,1
Comar,0.142857143,0.25,133617,12.56738,41.87194,1
Comar,0.142857143,0.25,97176,12.56738,41.87194,1
Comar,0.142857143,0.5,163984,12.56738,41.87194,1
Dehler,0.142857143,0.55,261160,12.56738,41.87194,1
Dehler,0.142857143,0.55,205284,12.56738,41.87194,1
Delphia,0.142857143,0.15,91090,12.56738,41.87194,1
Dufour,0.142857143,0.1,91102,21.824312,39.074208,1
Dufour,0.142857143,0.1,102034,12.56738,41.87194,1
Dufour,0.142857143,0.1,91102,12.56738,41.87194,1
Dufour,0.142857143,0.2,95985,12.56738,41.87194,1
Dufour,0.142857143,0.6,212580,12.56738,41.87194,1
Dufour,0.142857143,0.6,200433,12.56738,41.87194,1
Elan,0.142857143,0.2,97041,15.2,45.1,1
Elan,0.142857143,0.4,84786,15.2,45.1,1
Elan,0.142857143,0.4,83814,15.2,45.1,1
Elan,0.142857143,0.4,145156,14.375416,35.937496,1
Elan,0.142857143,0.8,202854,15.2,45.1,1
Grand Soleil,0.142857143,0.25,109308,21.824312,39.074208,1
Grand Soleil,0.142857143,0.25,95948,35.243322,38.963745,1
Grand Soleil,0.142857143,0.35,176131,12.56738,41.87194,1
Grand Soleil,0.142857143,0.35,224719,35.243322,38.963745,1
Grand Soleil,0.142857143,0.45,193137,12.56738,41.87194,1
Grand Soleil,0.142857143,0.45,200484,35.243322,38.963745,1
Grand Soleil,0.142857143,0.65,267244,15.2,45.1,1
Grand Soleil,0.142857143,0.65,267233,15.2,45.1,1
Grand Soleil,0.142857143,0.65,281810,21.824312,39.074208,1
Grand Soleil,0.142857143,0.65,285415,12.56738,41.87194,1
Grand Soleil,0.142857143,0.95,473751,12.56738,41.87194,1
Grand Soleil,0.142857143,0.95,473732,12.56738,41.87194,1
Hallberg-Rassy,0.142857143,0.95,789445,12.56738,41.87194,1
Hanse,0.142857143,0.2,120255,25.013607,58.595272,1
Hanse,0.142857143,0.2,103249,12.56738,41.87194,1
Hanse,0.142857143,0.35,168843,10.451526,51.165691,1
Hanse,0.142857143,0.55,236866,10.451526,51.165691,1
Hanse,0.142857143,0.55,236866,10.451526,51.165691,1
Hanse,0.142857143,0.8,253882,12.56738,41.87194,1
Jeanneau,0.142857143,0.15,75311,15.2,45.1,1
Jeanneau,0.142857143,0.15,103275,21.824312,39.074208,1
Jeanneau,0.142857143,0.15,102034,21.824312,39.074208,1
Jeanneau,0.142857143,0.15,95985,21.824312,39.074208,1
Jeanneau,0.142857143,0.15,91125,21.824312,39.074208,1
Jeanneau,0.142857143,0.15,103275,12.56738,41.87194,1
Jeanneau,0.142857143,0.15,99605,12.56738,41.87194,1
Jeanneau,0.142857143,0.3,84786,15.2,45.1,1
Jeanneau,0.142857143,0.3,200398,21.824312,39.074208,1
Jeanneau,0.142857143,0.3,139671,12.56738,41.87194,1
Jeanneau,0.142857143,0.3,121440,12.56738,41.87194,1
Jeanneau,0.142857143,0.3,160340,18.643501,60.128161,1
Jeanneau,0.142857143,0.45,127576,15.2,45.1,1
Jeanneau,0.142857143,0.45,109350,15.2,45.1,1
Jeanneau,0.142857143,0.45,111752,21.824312,39.074208,1
Jeanneau,0.142857143,0.45,145807,12.56738,41.87194,1
Jeanneau,0.142857143,0.45,145764,12.56738,41.87194,1
Jeanneau,0.142857143,0.45,133651,12.56738,41.87194,1
Jeanneau,0.142857143,0.45,121470,12.56738,41.87194,1
Jeanneau,0.142857143,0.45,120285,12.56738,41.87194,1
Jeanneau,0.142857143,0.45,120255,12.56738,41.87194,1
Jeanneau,0.142857143,0.45,109350,12.56738,41.87194,1
Jeanneau,0.142857143,0.65,230802,15.2,45.1,1
Jeanneau,0.142857143,0.65,230792,15.2,45.1,1
Jeanneau,0.142857143,0.65,230761,15.2,45.1,1
Jeanneau,0.142857143,0.65,229587,15.2,45.1,1
Jeanneau,0.142857143,0.65,229578,15.2,45.1,1
Jeanneau,0.142857143,0.65,168820,15.2,45.1,1
Jeanneau,0.142857143,0.65,163991,15.2,45.1,1
Jeanneau,0.142857143,0.65,127543,15.2,45.1,1
Jeanneau,0.142857143,0.65,205284,12.56738,41.87194,1
Jeanneau,0.142857143,0.95,278165,15.2,45.1,1
Jeanneau,0.142857143,0.95,303674,21.824312,39.074208,1
Jeanneau,0.142857143,0.95,303633,21.824312,39.074208,1
Malo,0.142857143,0.2,425144,12.56738,41.87194,1
Maxi,0.142857143,0.25,302459,12.56738,41.87194,1
Poncin,0.142857143,0.8,91102,15.2,45.1,1
Poncin,0.142857143,0.8,115396,21.824312,39.074208,1
Sly,0.142857143,0.3,206498,12.56738,41.87194,1
Sly,0.142857143,0.3,205284,12.56738,41.87194,1
Sly,0.142857143,0.85,388703,12.56738,41.87194,1
Vismara,0.142857143,0.8,425161,12.56738,41.87194,1
Vismara,0.142857143,0.8,425144,12.56738,41.87194,1
Vismara,0.142857143,0.8,422714,12.56738,41.87194,1
Wauquiez,0.142857143,0.3,188278,12.56738,41.87194,1
X-Yachts,0.142857143,0.2,182204,12.56738,41.87194,1
X-Yachts,0.142857143,0.2,180990,12.56738,41.87194,1
X-Yachts,0.142857143,0.2,170056,12.56738,41.87194,1
X-Yachts,0.142857143,0.25,224776,15.2,45.1,1
X-Yachts,0.142857143,0.25,206470,15.2,45.1,1
X-Yachts,0.142857143,0.5,224776,12.56738,41.87194,1
X-Yachts,0.142857143,0.5,241725,35.243322,38.963745,1
X-Yachts,0.142857143,0.95,570907,12.56738,41.87194,1
Amel,0.214285714,1,558760,12.56738,41.87194,1
Bavaria,0.214285714,0.1,97176,12.56738,41.87194,1
Bavaria,0.214285714,0.1,69238,12.56738,41.87194,1
Bavaria,0.214285714,0.2,97200,15.2,45.1,1
Bavaria,0.214285714,0.2,97162,15.2,45.1,1
Bavaria,0.214285714,0.2,94746,21.824312,39.074208,1
Bavaria,0.214285714,0.2,91090,21.824312,39.074208,1
Bavaria,0.214285714,0.2,84807,21.824312,39.074208,1
Bavaria,0.214285714,0.2,81385,21.824312,39.074208,1
Bavaria,0.214285714,0.2,72840,21.824312,39.074208,1
Bavaria,0.214285714,0.2,69238,21.824312,39.074208,1
Bavaria,0.214285714,0.2,106893,12.56738,41.87194,1
Bavaria,0.214285714,0.3,78955,15.2,45.1,1
Bavaria,0.214285714,0.3,120255,35.243322,38.963745,1
Bavaria,0.214285714,0.5,120862,15.2,45.1,1
Bavaria,0.214285714,0.5,117826,15.2,45.1,1
Bavaria,0.214285714,0.5,91831,15.2,45.1,1
Bavaria,0.214285714,0.5,151473,10.451526,51.165691,1
Bavaria,0.214285714,0.5,109327,21.824312,39.074208,1
Bavaria,0.214285714,0.5,103249,21.824312,39.074208,1
Bavaria,0.214285714,0.5,144555,12.56738,41.87194,1
Bavaria,0.214285714,0.5,109327,12.56738,41.87194,1
Bavaria,0.214285714,0.5,109323,12.56738,41.87194,1
Bavaria,0.214285714,0.5,133622,35.243322,38.963745,1
Bavaria,0.214285714,0.65,226535,15.2,45.1,1
Bavaria,0.214285714,0.65,103249,15.2,45.1,1
Bavaria,0.214285714,0.65,176131,21.824312,39.074208,1
Bavaria,0.214285714,0.65,157911,21.824312,39.074208,1
Bavaria,0.214285714,0.65,133617,21.824312,39.074208,1
Bavaria,0.214285714,0.65,132402,21.824312,39.074208,1
Bavaria,0.214285714,0.65,127526,21.824312,39.074208,1
Bavaria,0.214285714,0.65,193137,12.56738,41.87194,1
Bavaria,0.214285714,0.65,133622,12.56738,41.87194,1
Bavaria,0.214285714,0.65,159878,24.96676,45.943161,1
Bavaria,0.214285714,0.65,163984,35.243322,38.963745,1
Beneteau,0.214285714,0.15,78955,21.824312,39.074208,1
Beneteau,0.214285714,0.2,103275,15.2,45.1,1
Beneteau,0.214285714,0.2,84786,15.2,45.1,1
Beneteau,0.214285714,0.2,82599,15.2,45.1,1
Beneteau,0.214285714,0.2,115396,21.824312,39.074208,1
Beneteau,0.214285714,0.2,95985,21.824312,39.074208,1
Beneteau,0.214285714,0.2,109323,12.56738,41.87194,1
Beneteau,0.214285714,0.35,133617,21.824312,39.074208,1
Beneteau,0.214285714,0.35,133598,21.824312,39.074208,1
Beneteau,0.214285714,0.35,121457,21.824312,39.074208,1
Beneteau,0.214285714,0.35,109311,21.824312,39.074208,1
Beneteau,0.214285714,0.35,95961,21.824312,39.074208,1
Beneteau,0.214285714,0.35,91090,21.824312,39.074208,1
Beneteau,0.214285714,0.35,121470,12.56738,41.87194,1
Beneteau,0.214285714,0.35,115396,12.56738,41.87194,1
Beneteau,0.214285714,0.35,188278,35.243322,38.963745,1
Beneteau,0.214285714,0.35,131187,35.243322,38.963745,1
Beneteau,0.214285714,0.5,206308,15.2,45.1,1
Beneteau,0.214285714,0.5,212572,12.56738,41.87194,1
Beneteau,0.214285714,0.55,166580,35.243322,38.963745,1
Beneteau,0.214285714,0.65,302472,15.2,45.1,1
Beneteau,0.214285714,0.65,200425,21.824312,39.074208,1
Beneteau,0.214285714,0.65,309760,12.56738,41.87194,1
Beneteau,0.214285714,0.65,204077,12.56738,41.87194,1
Beneteau,0.214285714,0.65,224719,35.243322,38.963745,1
Beneteau,0.214285714,0.75,200425,15.2,45.1,1
Beneteau,0.214285714,0.75,145764,21.824312,39.074208,1
Beneteau,0.214285714,0.75,139690,21.824312,39.074208,1
Beneteau,0.214285714,0.75,145764,12.56738,41.87194,1
Beneteau,0.214285714,0.85,425144,15.2,45.1,1
Comar,0.214285714,0.45,120255,15.2,45.1,1
Comar,0.214285714,0.5,120012,15.2,45.1,1
Comar,0.214285714,0.8,267244,12.56738,41.87194,1
Dehler,0.214285714,0.25,176046,21.824312,39.074208,1
Dehler,0.214285714,0.55,205284,12.56738,41.87194,1
Dufour,0.214285714,0.3,139690,12.56738,41.87194,1
Dufour,0.214285714,0.45,145801,14.375416,35.937496,1
Dufour,0.214285714,0.6,230802,12.56738,41.87194,1
Dufour,0.214285714,0.6,242939,14.375416,35.937496,1
Dufour,0.214285714,0.7,291527,12.56738,41.87194,1
Elan,0.214285714,0.2,103235,21.824312,39.074208,1
Elan,0.214285714,0.4,200425,15.2,45.1,1
Elan,0.214285714,0.4,194351,15.2,45.1,1
Elan,0.214285714,0.4,182015,15.2,45.1,1
Elan,0.214285714,0.4,168843,15.2,45.1,1
Elan,0.214285714,0.4,165806,15.2,45.1,1
Elan,0.214285714,0.4,101913,15.2,45.1,1
Elan,0.214285714,0.4,157911,12.56738,41.87194,1
Elan,0.214285714,0.8,133617,15.2,45.1,1
Grand Soleil,0.214285714,0.45,212572,12.56738,41.87194,1
Grand Soleil,0.214285714,0.85,376556,12.56738,41.87194,1
Hallberg-Rassy,0.214285714,0.2,363194,33.429859,35.126413,1
Hanse,0.214285714,0.2,132402,15.2,45.1,1
Hanse,0.214285714,0.2,115396,21.824312,39.074208,1
Hanse,0.214285714,0.35,133495,15.2,45.1,1
Hanse,0.214285714,0.35,153052,21.824312,39.074208,1
Hanse,0.214285714,0.35,145764,21.824312,39.074208,1
Hanse,0.214285714,0.8,267244,15.2,45.1,1
Hanse,0.214285714,0.8,241603,10.451526,51.165691,1
Hanse,0.214285714,0.8,254479,21.824312,39.074208,1
Hanse,0.214285714,0.8,249023,21.824312,39.074208,1
Hanse,0.214285714,0.8,242949,21.824312,39.074208,1
Hanse,0.214285714,0.8,303674,12.56738,41.87194,1
Hanse,0.214285714,0.8,267244,12.56738,41.87194,1
J Boats,0.214285714,0.2,212572,14.375416,35.937496,1
Jeanneau,0.214285714,0.15,78955,21.824312,39.074208,1
Jeanneau,0.214285714,0.15,119040,12.56738,41.87194,1
Jeanneau,0.214285714,0.15,87458,14.995463,46.151241,1
Jeanneau,0.214285714,0.3,99630,15.2,45.1,1
Jeanneau,0.214285714,0.3,93519,15.2,45.1,1
Jeanneau,0.214285714,0.3,178606,12.56738,41.87194,1
Jeanneau,0.214285714,0.3,151837,12.56738,41.87194,1
Jeanneau,0.214285714,0.3,145744,12.56738,41.87194,1
Jeanneau,0.214285714,0.3,138511,12.56738,41.87194,1
Jeanneau,0.214285714,0.3,127526,12.56738,41.87194,1
Jeanneau,0.214285714,0.45,145801,21.824312,39.074208,1
Jeanneau,0.214285714,0.45,121506,12.56738,41.87194,1
Jeanneau,0.214285714,0.45,121470,12.56738,41.87194,1
Jeanneau,0.214285714,0.45,151876,14.375416,35.937496,1
Jeanneau,0.214285714,0.65,134710,15.2,45.1,1
Jeanneau,0.214285714,0.65,132402,15.2,45.1,1
Jeanneau,0.214285714,0.65,122684,15.2,45.1,1
Jeanneau,0.214285714,0.65,120255,15.2,45.1,1
Jeanneau,0.214285714,0.65,120161,15.2,45.1,1
Jeanneau,0.214285714,0.65,113574,15.2,45.1,1
Jeanneau,0.214285714,0.65,249013,21.824312,39.074208,1
Jeanneau,0.214285714,0.65,236866,21.824312,39.074208,1
Jeanneau,0.214285714,0.65,121409,21.824312,39.074208,1
Jeanneau,0.214285714,0.65,176131,12.56738,41.87194,1
Jeanneau,0.214285714,0.65,173709,12.56738,41.87194,1
Jeanneau,0.214285714,0.95,169815,15.2,45.1,1
Jeanneau,0.214285714,0.95,169791,15.2,45.1,1
Jeanneau,0.214285714,0.95,303674,21.824312,39.074208,1
Jeanneau,0.214285714,0.95,273270,21.824312,39.074208,1
Jeanneau,0.214285714,0.95,261124,21.824312,39.074208,1
Maxi,0.214285714,0.25,347601,10.451526,51.165691,1
Maxi,0.214285714,0.25,290312,10.451526,51.165691,1
Poncin,0.214285714,0.8,91102,15.2,45.1,1
Salona,0.214285714,0.4,170057,12.56738,41.87194,1
Sly,0.214285714,0.85,364424,35.243322,38.963745,1
Sly,0.214285714,0.85,297601,35.243322,38.963745,1
