Make,Y,L,Price,Longitude,Latitude,flag
Jeanneau ,0.7142857142857143,0.7,199000,-64.639968,18.420695,1
Jeanneau ,0.7142857142857143,0.7,189000,-64.639968,18.420695,1
Bavaria ,0.7857142857142857,0.5,234000,-64.639968,18.420695,1
Beneteau,0.7857142857142857,0.1,119000,-64.639968,18.420695,1
Beneteau,0.7857142857142857,0.1,115000,-64.639968,18.420695,1
Beneteau,0.7857142857142857,0.2,159000,-64.639968,18.420695,1
Beneteau,0.7857142857142857,0.2,149000,-64.639968,18.420695,1
Beneteau,0.7857142857142857,0.2,253837,-61.024174,14.641528,1
Beneteau,0.7857142857142857,0.3,70000,-64.639968,18.420695,1
Beneteau,0.7857142857142857,0.45,199000,-64.639968,18.420695,1
Beneteau,0.7857142857142857,0.45,159000,-64.639968,18.420695,1
Beneteau,0.7857142857142857,0.45,321895,-61.024174,14.641528,1
Beneteau ,0.7857142857142857,0.4,79000,-64.639968,18.420695,1
Beneteau ,0.7857142857142857,0.45,194000,-64.639968,18.420695,1
Beneteau ,0.7857142857142857,0.45,160000,-64.639968,18.420695,1
Dufour,0.7857142857142857,0.2,169000,-64.639968,18.420695,1
Dufour,0.7857142857142857,0.2,159000,-64.639968,18.420695,1
Dufour,0.7857142857142857,0.2,199900,-66.590149,18.220833,1
Hanse,0.7857142857142857,0.2,204500,-64.639968,18.420695,1
Jeanneau,0.7857142857142857,0.5,189000,-64.639968,18.420695,1
Jeanneau,0.7857142857142857,0.5,184999,-64.639968,18.420695,1
Jeanneau,0.7857142857142857,0.5,45000,-64.639968,18.420695,1
Jeanneau,0.7857142857142857,0.95,629000,-66.590149,18.220833,1
Jeanneau ,0.7857142857142857,0.5,199000,-64.639968,18.420695,1
Jeanneau ,0.7857142857142857,0.75,259000,-64.639968,18.420695,1
Beneteau,0.8571428571428571,0.1,159000,-64.639968,18.420695,1
Beneteau,0.8571428571428571,0.1,139000,-64.639968,18.420695,1
Beneteau,0.8571428571428571,0.2,159995,-64.639968,18.420695,1
Beneteau ,0.8571428571428571,0.45,322012,-61.024174,14.641528,1
Beneteau ,0.8571428571428571,0.6,289000,-64.639968,18.420695,1
Hanse,0.8571428571428571,0.2,189000,-64.639968,18.420695,1
Jeanneau,0.8571428571428571,0.15,139000,-64.639968,18.420695,1
Jeanneau,0.8571428571428571,0.95,618000,-64.639968,18.420695,1
Jeanneau ,0.8571428571428571,0.75,420000,-61.604171,12.262776,1
Bavaria,0.9285714285714286,0.2,255000,-64.639968,18.420695,1
Bavaria,0.9285714285714286,0.2,229000,-64.639968,18.420695,1
Beneteau ,0.9285714285714286,0.6,275000,-64.639968,18.420695,1
Dufour,0.9285714285714286,0.2,229000,-64.639968,18.420695,1
Dufour,0.9285714285714286,0.7,400996,-61.024174,14.641528,1
Jeanneau,0.9285714285714286,0.15,165000,-64.639968,18.420695,1
Jeanneau,0.9285714285714286,0.15,159000,-64.639968,18.420695,1
Jeanneau,0.9285714285714286,0.15,159000,-64.639968,18.420695,1
Jeanneau,0.9285714285714286,0.75,545950,-64.639968,18.420695,1
Jeanneau,1.0,0.15,189000,-64.639968,18.420695,1
Jeanneau,1.0,0.25,195000,-64.639968,18.420695,1
Jeanneau,1.0,0.3,319782,-64.639968,18.420695,1
Lagoon,0.0,0.1,204921,-61.024174,14.641528,0
Lagoon,0.0,0.1,200071,-62.067641,16.995971,0
Leopard,0.0,0.15,200000,-80.782127,8.537981,0
Lagoon,0.0,0.225,225000,-61.604171,12.262776,0
Broadblue,0.0,0.3,330000,-61.604171,12.262776,0
Knysna,0.0,0.4,230000,-61.604171,12.262776,0
Lagoon,0.0,0.43,349833,-61.024174,14.641528,0
Lagoon,0.0,0.43,349560,-61.024174,14.641528,0
Fountaine Pajot ,0.0,0.5,255179,-61.024174,14.641528,0
Fountaine Pajot,0.0,0.5,254636,-61.024174,14.641528,0
Nautitech,0.0,0.55,266761,-70.162651,18.735693,0
Leopard,0.0,0.55,235000,-64.896335,18.335765,0
Fountaine Pajot ,0.07142857142857142,0.5,346315,-61.024174,14.641528,0
Fountaine Pajot,0.07142857142857142,0.5,345577,-61.024174,14.641528,0
Lagoon,0.07142857142857142,0.6,450000,-61.024174,14.641528,0
Lagoon,0.07142857142857142,0.6,449000,-64.639968,18.420695,0
Fountaine Pajot,0.1428571428571428,0.35,315000,-66.590149,18.220833,0
Knysna,0.1428571428571428,0.4,220000,-61.222503,10.691803,0
Lagoon,0.1428571428571428,0.43,376556,-61.024174,14.641528,0
Lagoon,0.1428571428571428,0.43,376262,-61.024174,14.641528,0
Lagoon,0.1428571428571428,0.43,310000,-69.060087,12.226079,0
Nautitech,0.2142857142857143,0.15,216047,-61.024174,14.641528,0
Lagoon,0.2142857142857143,0.25,338028,-61.024174,14.641528,0
Lagoon,0.2142857142857143,0.25,337640,-61.024174,14.641528,0
Lagoon,0.2142857142857143,0.25,309739,-64.639968,18.420695,0
Lagoon,0.2142857142857143,0.25,309079,-64.639968,18.420695,0
Fountaine Pajot,0.2142857142857143,0.35,390827,-63.0501,18.0708,0
Fountaine Pajot,0.2142857142857143,0.35,309860,-61.024174,14.641528,0
Fountaine Pajot,0.2142857142857143,0.35,309506,-61.024174,14.641528,0
Lagoon,0.2142857142857143,0.43,400537,-62.067641,16.995971,0
Lagoon,0.2142857142857143,0.43,363194,-62.067641,16.995971,0
Lagoon,0.2142857142857143,0.43,362911,-62.067641,16.995971,0
Lagoon,0.2142857142857143,0.43,325000,-70.162651,18.735693,0
Leopard,0.2142857142857143,0.5,299000,-61.024174,14.641528,0
Privilege,0.2142857142857143,0.55,449893,-61.024174,14.641528,0
Privilege,0.2142857142857143,0.55,449602,-61.024174,14.641528,0
Privilege,0.2142857142857143,0.55,386665,-61.024174,14.641528,0
Privilege,0.2142857142857143,0.55,386414,-61.024174,14.641528,0
Leopard,0.2142857142857143,0.55,115000,-64.639968,18.420695,0
Voyage Yachts,0.2142857142857143,0.7,479000,-64.639968,18.420695,0
Voyage Yachts,0.2142857142857143,0.7,465000,-64.639968,18.420695,0
Lagoon,0.2142857142857143,0.75,553247,-61.024174,14.641528,0
Fountaine Pajot,0.2857142857142857,0.15,205124,-62.067641,16.995971,0
Nautitech,0.2857142857142857,0.15,194422,-61.024174,14.641528,0
Nautitech,0.2857142857142857,0.15,194200,-61.024174,14.641528,0
Fountaine Pajot,0.2857142857142857,0.35,329000,-63.0501,18.0708,0
Fountaine Pajot,0.2857142857142857,0.35,327712,-61.9554608,17.2234721,0
Nautitech,0.2857142857142857,0.55,364000,-61.9554608,17.2234721,0
Fountaine Pajot,0.2857142857142857,0.55,314925,-61.024174,14.641528,0
Leopard,0.3571428571428572,0.075,185000,-64.639968,18.420695,0
Fountaine Pajot,0.3571428571428572,0.15,297709,-61.024174,14.641528,0
Fountaine Pajot,0.3571428571428572,0.15,297369,-61.024174,14.641528,0
Lagoon ,0.3571428571428572,0.15,275000,-69.060087,12.226079,0
Lagoon,0.3571428571428572,0.15,195000,-64.639968,18.420695,0
Nautitech,0.3571428571428572,0.4,346188,-61.024174,14.641528,0
Nautitech,0.3571428571428572,0.4,345919,-61.024174,14.641528,0
Nautitech,0.3571428571428572,0.4,291527,-61.024174,14.641528,0
Nautitech,0.3571428571428572,0.4,291300,-61.024174,14.641528,0
Nautitech,0.3571428571428572,0.4,282000,-61.024174,14.641528,0
Nautitech,0.3571428571428572,0.4,269724,-62.067641,16.995971,0
Lagoon,0.3571428571428572,0.43,380000,-62.067641,16.995971,0
Lagoon,0.3571428571428572,0.43,345000,-63.0501,18.0708,0
Lagoon,0.3571428571428572,0.43,345000,-63.0548,18.0425,0
Leopard,0.3571428571428572,0.5,415000,-63.0501,18.0708,0
Leopard,0.3571428571428572,0.5,335000,-61.604171,12.262776,0
Catana,0.3571428571428572,0.55,546813,-61.024174,14.641528,0
Catana,0.3571428571428572,0.55,545648,-61.024174,14.641528,0
Broadblue,0.4285714285714285,0.1350000000000001,210000,-61.604171,12.262776,0
Fountaine Pajot,0.4285714285714285,0.15,218725,-61.024174,14.641528,0
Leopard,0.4285714285714285,0.325,339000,-64.896335,18.335765,0
Leopard,0.4285714285714285,0.325,339000,-62.782998,17.357822,0
Leopard,0.4285714285714285,0.325,339000,-64.896335,18.335765,0
Leopard,0.4285714285714285,0.325,339000,-62.782998,17.357822,0
Nautitech,0.4285714285714285,0.4,279162,-61.024174,14.641528,0
Nautitech,0.4285714285714285,0.4,255086,-62.067641,16.995971,0
Nautitech,0.4285714285714285,0.4,254887,-62.067641,16.995971,0
Lagoon,0.4285714285714285,0.4899999999999999,475000,-64.896335,18.335765,0
Leopard,0.4285714285714285,0.5,126000,-64.639968,18.420695,0
Fountaine Pajot,0.4285714285714285,0.55,450000,-80.782127,8.537981,0
Outremer,0.4285714285714285,0.65,601884,-61.604171,12.262776,0
Lagoon,0.4285714285714285,0.75,499000,-64.896335,18.335765,0
Lagoon,0.4285714285714285,0.75,443813,-64.896335,18.335765,0
Lagoon,0.5,0.15,241298,-61.024174,14.641528,0
Lagoon,0.5,0.15,237000,-61.024174,14.641528,0
Lagoon,0.5,0.15,234000,-61.024174,14.641528,0
Leopard,0.5,0.325,350000,-64.639968,18.420695,0
Leopard,0.5,0.325,350000,-64.639968,18.420695,0
Leopard,0.5,0.325,315000,-64.639968,18.420695,0
Lagoon,0.5,0.4899999999999999,442581,-61.024174,14.641528,0
Lagoon,0.5,0.4899999999999999,435736,-61.024174,14.641528,0
Lagoon,0.5,0.4899999999999999,435020,-61.024174,14.641528,0
Lagoon,0.5,0.4899999999999999,434093,-61.024174,14.641528,0
Fountaine Pajot,0.5,0.55,249000,-80.782127,8.537981,0
Lagoon,0.5,0.75,499000,-61.9554608,17.2234721,0
Lagoon,0.5,0.75,499000,-66.590149,18.220833,0
Lagoon,0.5,0.75,465000,-69.060087,12.226079,0
Voyage Yachts,0.5,0.8,675000,-59.543198,13.193887,0
Lagoon,0.5714285714285714,0.15,285558,-61.024174,14.641528,0
Lagoon,0.5714285714285714,0.15,278887,-62.067641,16.995971,0
Lagoon,0.5714285714285714,0.15,240000,-64.639968,18.420695,0
Fountaine Pajot,0.5714285714285714,0.3800000000000001,362911,-61.024174,14.641528,0
Lagoon,0.5714285714285714,0.4899999999999999,540000,-80.782127,8.537981,0
Lagoon,0.5714285714285714,0.4899999999999999,450000,-64.639968,18.420695,0
Lagoon,0.5714285714285714,0.4899999999999999,449000,-64.639968,18.420695,0
Lagoon,0.5714285714285714,0.4899999999999999,435306,-61.024174,14.641528,0
Lagoon,0.5714285714285714,0.4899999999999999,358056,-61.024174,14.641528,0
Lagoon,0.5714285714285714,0.4899999999999999,347000,-61.024174,14.641528,0
Lagoon,0.5714285714285714,0.4899999999999999,345000,-61.024174,14.641528,0
Lagoon,0.5714285714285714,0.4899999999999999,345000,-61.024174,14.641528,0
Leopard,0.5714285714285714,0.6,479000,-64.639968,18.420695,0
Leopard,0.5714285714285714,0.6,449000,-64.639968,18.420695,0
Leopard,0.5714285714285714,0.6,449000,-64.639968,18.420695,0
Leopard,0.5714285714285714,0.6,419000,-64.639968,18.420695,0
Lagoon,0.5714285714285714,0.8,838446,-61.024174,14.641528,0
Lagoon,0.5714285714285714,0.8,836660,-61.024174,14.641528,0
Nautitech,0.5714285714285714,0.875,795000,-63.0501,18.0708,0
Leopard,0.6428571428571429,0.075,110000,-64.639968,18.420695,0
Leopard,0.6428571428571429,0.075,105000,-64.639968,18.420695,0
Lagoon,0.6428571428571429,0.1,303138,-61.604171,12.262776,0
Lagoon,0.6428571428571429,0.1,255984,-61.024174,14.641528,0
Lagoon,0.6428571428571429,0.1,229000,-64.639968,18.420695,0
Lagoon,0.6428571428571429,0.1,218725,-61.024174,14.641528,0
Lagoon,0.6428571428571429,0.1,218259,-61.024174,14.641528,0
Lagoon,0.6428571428571429,0.1,217261,-61.024174,14.641528,0
Fountaine Pajot,0.6428571428571429,0.15,345000,-61.604171,12.262776,0
Lagoon,0.6428571428571429,0.15,269000,-62.067641,16.995971,0
Fountaine Pajot,0.6428571428571429,0.15,235251,-61.024174,14.641528,0
Fountaine Pajot,0.6428571428571429,0.15,234982,-61.024174,14.641528,0
Nautitech,0.6428571428571429,0.175,291300,-62.067641,16.995971,0
Lagoon,0.6428571428571429,0.4899999999999999,469000,-64.639968,18.420695,0
Lagoon,0.6428571428571429,0.4899999999999999,449000,-61.9554608,17.2234721,0
Lagoon ,0.6428571428571429,0.4899999999999999,400866,-61.024174,14.641528,0
Lagoon,0.6428571428571429,0.4899999999999999,400537,-61.024174,14.641528,0
Lagoon,0.6428571428571429,0.4899999999999999,400142,-61.024174,14.641528,0
Lagoon,0.6428571428571429,0.4899999999999999,400142,-61.024174,14.641528,0
Lagoon,0.6428571428571429,0.4899999999999999,400142,-64.639968,18.420695,0
Lagoon,0.6428571428571429,0.4899999999999999,399324,-62.067641,16.995971,0
Fountaine Pajot ,0.6428571428571429,0.55,565040,-61.024174,14.641528,0
Fountaine Pajot,0.6428571428571429,0.55,563836,-61.024174,14.641528,0
Leopard,0.6428571428571429,0.6,455000,-64.639968,18.420695,0
Leopard,0.6428571428571429,0.6,449000,-64.639968,18.420695,0
Leopard,0.6428571428571429,0.6,429000,-64.639968,18.420695,0
Leopard,0.6428571428571429,0.6,400000,-64.639968,18.420695,0
Fountaine Pajot,0.6428571428571429,0.65,589724,-61.024174,14.641528,0
Fountaine Pajot,0.6428571428571429,0.65,571486,-62.067641,16.995971,0
Privilege,0.6428571428571429,1.0,899000,-61.604171,12.262776,0
Lagoon,0.7142857142857143,0.1,218259,-61.024174,14.641528,0
Lagoon,0.7142857142857143,0.1199999999999999,333556,-61.024174,14.641528,0
Lagoon,0.7142857142857143,0.1199999999999999,333174,-61.024174,14.641528,0
Lagoon,0.7142857142857143,0.1199999999999999,267025,-61.024174,14.641528,0
Lagoon,0.7142857142857143,0.1199999999999999,265811,-62.067641,16.995971,0
Fountaine Pajot,0.7142857142857143,0.15,267025,-61.024174,14.641528,0
Leopard,0.7142857142857143,0.15,95000,-64.639968,18.420695,0
Lagoon,0.7142857142857143,0.3,363562,-61.024174,14.641528,0
Lagoon,0.7142857142857143,0.3,363145,-61.024174,14.641528,0
Leopard,0.7142857142857143,0.325,349000,-64.639968,18.420695,0
Leopard,0.7142857142857143,0.325,339000,-64.639968,18.420695,0
Leopard,0.7142857142857143,0.325,339000,-64.639968,18.420695,0
Leopard,0.7142857142857143,0.325,329000,-64.639968,18.420695,0
Leopard,0.7142857142857143,0.325,329000,-64.639968,18.420695,0
Fountaine Pajot,0.7142857142857143,0.3800000000000001,559900,-61.604171,12.262776,0
Fountaine Pajot,0.7142857142857143,0.3800000000000001,473362,-61.024174,14.641528,0
Fountaine Pajot,0.7142857142857143,0.3800000000000001,443526,-61.024174,14.641528,0
Fountaine Pajot,0.7142857142857143,0.3800000000000001,443019,-61.024174,14.641528,0
Lagoon,0.7142857142857143,0.4899999999999999,499000,-61.604171,12.262776,0
Lagoon,0.7142857142857143,0.4899999999999999,495000,-64.639968,18.420695,0
Lagoon,0.7142857142857143,0.4899999999999999,480000,-69.060087,12.226079,0
Lagoon,0.7142857142857143,0.4899999999999999,437308,-62.067641,16.995971,0
Lagoon,0.7142857142857143,0.4899999999999999,436950,-62.067641,16.995971,0
Lagoon,0.7142857142857143,0.4899999999999999,400142,-61.024174,14.641528,0
Leopard,0.7142857142857143,0.6,499000,-60.978893,13.909444,0
Leopard,0.7142857142857143,0.6,439000,-60.978893,13.909444,0
Leopard,0.7142857142857143,0.6,149000,-64.639968,18.420695,0
Fountaine Pajot,0.7142857142857143,0.65,601884,-61.024174,14.641528,0
Fountaine Pajot,0.7142857142857143,0.65,589724,-61.024174,14.641528,0
Fountaine Pajot,0.7142857142857143,0.65,589343,-61.024174,14.641528,0
Voyage Yachts,0.7142857142857143,0.7,617000,-64.639968,18.420695,0
Lagoon,0.7142857142857143,0.8,836660,-61.024174,14.641528,0
Lagoon,0.7142857142857143,0.8,776032,-62.067641,16.995971,0
Lagoon,0.7857142857142857,0.1,210000,-61.024174,14.641528,0
Lagoon,0.7857142857142857,0.1,149000,-69.060087,12.226079,0
Lagoon,0.7857142857142857,0.1199999999999999,327591,-61.024174,14.641528,0
Lagoon,0.7857142857142857,0.1199999999999999,267331,-61.024174,14.641528,0
Leopard,0.7857142857142857,0.15,365000,-61.604171,12.262776,0
Leopard,0.7857142857142857,0.15,319000,-60.978893,13.909444,0
Nautitech,0.7857142857142857,0.175,380000,-64.639968,18.420695,0
Bali,0.7857142857142857,0.2,314361,-61.604171,12.262776,0
Lagoon,0.7857142857142857,0.325,515334,-70.162651,18.735693,0
Lagoon,0.7857142857142857,0.325,464500,-61.604171,12.262776,0
Leopard,0.7857142857142857,0.325,389000,-64.639968,18.420695,0
Bali,0.7857142857142857,0.35,415000,-63.0501,18.0708,0
Fountaine Pajot,0.7857142857142857,0.3800000000000001,582000,-64.896335,18.335765,0
Fountaine Pajot,0.7857142857142857,0.3800000000000001,582000,-64.896335,18.335765,0
Nautitech,0.7857142857142857,0.45,519000,-64.639968,18.420695,0
Lagoon,0.7857142857142857,0.4899999999999999,495000,-66.590149,18.220833,0
Leopard,0.7857142857142857,0.6,465000,-64.639968,18.420695,0
Leopard,0.7857142857142857,0.6,465000,-64.639968,18.420695,0
Leopard,0.7857142857142857,0.6,459000,-64.639968,18.420695,0
Fountaine Pajot,0.7857142857142857,0.65,735636,-63.0501,18.0708,0
Fountaine Pajot,0.7857142857142857,0.65,667544,-62.067641,16.995971,0
Fountaine Pajot,0.7857142857142857,0.65,601884,-61.024174,14.641528,0
Fountaine Pajot,0.7857142857142857,0.65,595804,-61.024174,14.641528,0
Fountaine Pajot,0.7857142857142857,0.65,595000,-64.639968,18.420695,0
Lagoon,0.7857142857142857,0.8,836660,-61.024174,14.641528,0
Lagoon,0.7857142857142857,0.8,690000,-80.782127,8.537981,0
Lagoon,0.7857142857142857,0.8,627812,-61.604171,12.262776,0
Lagoon,0.8571428571428571,0.325,558110,-61.024174,14.641528,0
Lagoon,0.8571428571428571,0.325,557470,-61.024174,14.641528,0
Lagoon,0.8571428571428571,0.325,522848,-61.024174,14.641528,0
Lagoon,0.8571428571428571,0.325,522510,-61.024174,14.641528,0
Fountaine Pajot,0.8571428571428571,0.3800000000000001,540000,-64.639968,18.420695,0
Fountaine Pajot,0.8571428571428571,0.3800000000000001,529000,-64.639968,18.420695,0
Nautitech,0.8571428571428571,0.45,519000,-64.639968,18.420695,0
Lagoon,0.8571428571428571,0.4899999999999999,680000,-69.968338,12.52111,0
Lagoon,0.8571428571428571,0.4899999999999999,599000,-64.896335,18.335765,0
Lagoon,0.8571428571428571,0.4899999999999999,529000,-64.639968,18.420695,0
Leopard,0.8571428571428571,0.6,195000,-64.639968,18.420695,0
Fountaine Pajot,0.8571428571428571,0.65,1039617,-64.896335,18.335765,0
Lagoon,0.8571428571428571,0.8,1100000,-64.896335,18.335765,0
Lagoon,0.8571428571428571,0.8,995000,-64.896335,18.335765,0
Privilege,0.8571428571428571,1.0,1094334,-62.067641,16.995971,0
Lagoon,0.9285714285714286,0.1,330000,-61.604171,12.262776,0
Leopard,0.9285714285714286,0.15,489000,-64.896335,18.335765,0
Nautitech,0.9285714285714286,0.175,455529,-61.024174,14.641528,0
Nautitech,0.9285714285714286,0.175,454706,-61.024174,14.641528,0
Lagoon,0.9285714285714286,0.325,522848,-61.024174,14.641528,0
Lagoon,0.9285714285714286,0.325,522248,-61.024174,14.641528,0
Lagoon,0.9285714285714286,0.325,485155,-61.024174,14.641528,0
Lagoon,0.9285714285714286,0.325,484286,-61.024174,14.641528,0
Lagoon,0.9285714285714286,0.4899999999999999,619012,-70.162651,18.735693,0
Lagoon,0.9285714285714286,0.4899999999999999,575000,-61.9554608,17.2234721,0
Lagoon,0.9285714285714286,0.4899999999999999,549000,-64.639968,18.420695,0
Lagoon,0.9285714285714286,0.4899999999999999,545000,-66.590149,18.220833,0
Lagoon,0.9285714285714286,0.8,1260030,-64.896335,18.335765,0
Lagoon,1.0,0.1,302570,-61.024174,14.641528,0
Lagoon,1.0,0.1,302224,-61.024174,14.641528,0
