Make,Y,L,Price,Longitude,Latitude,flag
Hunter,0.1428571428571428,0.45,173000,-71.3824374,42.4072107,1
Hunter,0.1428571428571428,0.7,225000,-81.5157535,27.6648274,1
Hunter,0.1428571428571428,0.7,249000,-76.6412734,39.0457538,1
Hylas,0.1428571428571428,0.5,360000,-81.5157535,27.6648274,1
Island Packet,0.1428571428571428,0.25,265900,-76.6412734,39.0457538,1
Island Packet,0.1428571428571428,0.25,275000,-89.616508,44.268543,1
J Boats,0.1428571428571428,0.2,219000,-71.3824374,42.4072107,1
Jeanneau,0.1428571428571428,0.3,175000,-81.5157535,27.6648274,1
Jeanneau,0.1428571428571428,0.3,168717,-81.5157535,27.6648274,1
Jeanneau,0.1428571428571428,0.3,168000,-85.6023643,44.3148443,1
Jeanneau,0.1428571428571428,0.3,149900,-79.0192997,35.7595731,1
Jeanneau,0.1428571428571428,0.65,169000,-81.5157535,27.6648274,1
Southerly,0.1428571428571428,0.4,295000,-76.6412734,39.0457538,1
Bavaria,0.2142857142857143,0.15,93693,-81.5157535,27.6648274,1
Beneteau,0.2142857142857143,0.2,139000,-85.6023643,44.3148443,1
Beneteau,0.2142857142857143,0.2,155969,-74.2179324,43.2994285,1
Beneteau,0.2142857142857143,0.35,159500,-81.5157535,27.6648274,1
Beneteau,0.2142857142857143,0.35,154000,-81.5157535,27.6648274,1
Beneteau,0.2142857142857143,0.35,159900,-92.3291024,30.3918305,1
Beneteau,0.2142857142857143,0.35,169000,-89.3985283,32.3546679,1
Beneteau,0.2142857142857143,0.35,165000,-79.0192997,35.7595731,1
Beneteau,0.2142857142857143,0.55,199000,-81.5157535,27.6648274,1
Beneteau,0.2142857142857143,0.55,185000,-92.3291024,30.3918305,1
Beneteau,0.2142857142857143,0.55,198900,-74.4056612,40.0583238,1
Beneteau,0.2142857142857143,0.65,238000,-81.5157535,27.6648274,1
Beneteau,0.2142857142857143,0.65,215000,-74.2179324,43.2994285,1
Caliber,0.2142857142857143,0.6,309950,-81.5157535,27.6648274,1
Catalina,0.2142857142857143,0.55,285000,-81.5157535,27.6648274,1
Hallberg-Rassy,0.2142857142857143,0.2,299500,-76.6412734,39.0457538,1
Hallberg-Rassy,0.2142857142857143,0.4,389000,-76.6412734,39.0457538,1
Hanse,0.2142857142857143,0.55,249000,-73.087749,41.603221,1
Hunter,0.2142857142857143,0.1,105000,-71.3824374,42.4072107,1
Hunter,0.2142857142857143,0.1,104000,-74.2179324,43.2994285,1
Hunter,0.2142857142857143,0.1,119500,-71.477429,41.5800945,1
Hunter,0.2142857142857143,0.1,109500,-78.0249023,37.9268688,1
Hunter,0.2142857142857143,0.2,135000,-81.5157535,27.6648274,1
Hunter,0.2142857142857143,0.2,140294,-74.2179324,43.2994285,1
Hunter,0.2142857142857143,0.2,125000,-78.0249023,37.9268688,1
Hunter,0.2142857142857143,0.45,210000,-85.6023643,44.3148443,1
Hunter,0.2142857142857143,0.45,210000,-82.907123,40.4172871,1
Hunter,0.2142857142857143,0.7,219900,-85.6023643,44.3148443,1
Jeanneau,0.2142857142857143,0.15,132790,-81.5157535,27.6648274,1
Jeanneau,0.2142857142857143,0.15,129990,-81.5157535,27.6648274,1
Jeanneau,0.2142857142857143,0.15,89000,-74.2179324,43.2994285,1
Jeanneau,0.2142857142857143,0.45,199000,-78.0249023,37.9268688,1
Jeanneau,0.2142857142857143,0.65,244900,-85.6023643,44.3148443,1
Jeanneau,0.2142857142857143,0.65,199900,-89.616508,44.268543,1
Morris,0.2142857142857143,0.3,495000,-74.2179324,43.2994285,1
Passport,0.2142857142857143,0.55,524500,-85.6023643,44.3148443,1
Sabre,0.2142857142857143,0.3,325000,-73.087749,41.603221,1
Tartan,0.2142857142857143,0.35,399000,-74.2179324,43.2994285,1
Beneteau,0.2857142857142857,0.2,165000,-81.5157535,27.6648274,1
Beneteau,0.2857142857142857,0.35,110900,-81.5157535,27.6648274,1
Beneteau,0.2857142857142857,0.65,259000,-78.0249023,37.9268688,1
C&C,0.2857142857142857,0.1,165000,-89.616508,44.268543,1
Dufour,0.2857142857142857,0.45,189000,-74.2179324,43.2994285,1
Hunter,0.2857142857142857,0.1,115900,-74.2179324,43.2994285,1
Hunter,0.2857142857142857,0.1,117000,-82.907123,40.4172871,1
Hunter,0.2857142857142857,0.2,150000,-81.5157535,27.6648274,1
Hunter,0.2857142857142857,0.7,239239,-81.5157535,27.6648274,1
Jeanneau,0.2857142857142857,0.45,186995,-71.477429,41.5800945,1
Jeanneau,0.2857142857142857,0.45,179900,-89.616508,44.268543,1
Jeanneau,0.2857142857142857,0.65,274500,-74.2179324,43.2994285,1
Passport,0.2857142857142857,0.55,495000,-76.6412734,39.0457538,1
Tartan,0.2857142857142857,0.45,349000,-73.087749,41.603221,1
Beneteau,0.3571428571428572,0.2,170000,-74.2179324,43.2994285,1
Beneteau,0.3571428571428572,0.35,189000,-73.087749,41.603221,1
Beneteau,0.3571428571428572,0.35,151892,-90.230759,15.783471,1
Beneteau,0.3571428571428572,0.35,133000,-90.230759,15.783471,1
Catalina,0.3571428571428572,0.4,275000,-76.6412734,39.0457538,1
Hanse,0.3571428571428572,0.35,135000,-78.0249023,37.9268688,1
Hunter,0.3571428571428572,0.7,280000,-81.5157535,27.6648274,1
Hunter,0.3571428571428572,0.7,250000,-81.5157535,27.6648274,1
Hylas,0.3571428571428572,0.5,439000,-73.087749,41.603221,1
Island Packet,0.3571428571428572,0.25,299500,-71.477429,41.5800945,1
Island Packet,0.3571428571428572,0.6,450000,-76.6412734,39.0457538,1
Jeanneau,0.3571428571428572,0.15,155900,-89.616508,44.268543,1
Jeanneau,0.3571428571428572,0.65,285000,-73.087749,41.603221,1
Jeanneau,0.3571428571428572,0.85,299000,-81.5157535,27.6648274,1
Oyster,0.3571428571428572,0.9,615000,-76.6412734,39.0457538,1
Beneteau,0.4285714285714285,0.2,159900,-76.6412734,39.0457538,1
Beneteau,0.4285714285714285,0.2,170048,-74.2179324,43.2994285,1
Beneteau,0.4285714285714285,0.2,129900,-81.163725,33.836081,1
Beneteau,0.4285714285714285,0.35,130000,-81.163725,33.836081,1
Beneteau,0.4285714285714285,0.55,219000,-73.087749,41.603221,1
Hunter,0.4285714285714285,0.7,277500,-76.6412734,39.0457538,1
Hunter,0.4285714285714285,0.7,284900,-79.0192997,35.7595731,1
Jeanneau,0.4285714285714285,0.45,245000,-76.6412734,39.0457538,1
Jeanneau,0.4285714285714285,0.45,240000,-76.6412734,39.0457538,1
Jeanneau,0.4285714285714285,0.65,279900,-82.907123,40.4172871,1
Morris,0.4285714285714285,0.3,497000,-69.4454699,45.253783,1
Tartan,0.4285714285714285,0.2,359000,-74.2179324,43.2994285,1
Tartan,0.4285714285714285,0.35,475000,-89.3985283,40.6331259,1
Beneteau,0.5,0.2,199500,-74.2179324,43.2994285,1
Beneteau,0.5,0.45,229000,-92.3291024,30.3918305,1
Hunter,0.5,0.45,189900,-81.5157535,27.6648274,1
Jeanneau,0.5,0.2,189000,-74.4056612,40.0583238,1
Jeanneau,0.5,0.3,195000,-76.6412734,39.0457538,1
Jeanneau,0.5,0.35,129500,-71.477429,41.5800945,1
Jeanneau,0.5,0.4,235000,-92.3291024,30.3918305,1
Jeanneau,0.5,0.4,249000,-82.907123,40.4172871,1
Jeanneau,0.5,0.45,199000,-81.5157535,27.6648274,1
Jeanneau,0.5,0.7,349000,-74.2179324,43.2994285,1
Passport,0.5,0.9,935000,-76.6412734,39.0457538,1
X-Yachts,0.5,0.4,475000,-73.087749,41.603221,1
Beneteau,0.5714285714285714,0.2,210000,-81.5157535,27.6648274,1
Beneteau,0.5714285714285714,0.2,229000,-76.6412734,39.0457538,1
Beneteau,0.5714285714285714,0.2,219000,-74.2179324,43.2994285,1
Beneteau,0.5714285714285714,0.45,249000,-71.3824374,42.4072107,1
Catalina,0.5714285714285714,0.15,215000,-79.0192997,35.7595731,1
Dufour,0.5714285714285714,0.2,220000,-76.6412734,39.0457538,1
Elan,0.5714285714285714,0.4,349900,-73.087749,41.603221,1
Hunter,0.5714285714285714,0.2,186500,-71.3824374,42.4072107,1
Hunter,0.5714285714285714,0.2,174900,-82.907123,40.4172871,1
Hunter,0.5714285714285714,0.2,172000,-78.0249023,37.9268688,1
Hunter,0.5714285714285714,0.7,340000,-78.0249023,37.9268688,1
Jeanneau,0.5714285714285714,0.2,229000,-81.5157535,27.6648274,1
Jeanneau,0.5714285714285714,0.2,184900,-74.2179324,43.2994285,1
Jeanneau,0.5714285714285714,0.4,229000,-78.0249023,37.9268688,1
Salona,0.5714285714285714,0.1,138500,-81.5157535,27.6648274,1
Salona,0.5714285714285714,0.1,135000,-74.2179324,43.2994285,1
Bavaria,0.6428571428571429,0.5,299000,-78.0249023,37.9268688,1
Beneteau,0.6428571428571429,0.05,179000,-82.907123,40.4172871,1
Beneteau,0.6428571428571429,0.1,187302,-74.2179324,43.2994285,1
Beneteau,0.6428571428571429,0.2,174900,-81.163725,33.836081,1
Beneteau,0.6428571428571429,0.45,295000,-74.2179324,43.2994285,1
Catalina,0.6428571428571429,0.4,299900,-81.5157535,27.6648274,1
Catalina,0.6428571428571429,0.4,298000,-81.5157535,27.6648274,1
Dehler,0.6428571428571429,0.0,118000,-73.087749,41.603221,1
Dehler,0.6428571428571429,0.05,234000,-74.2179324,43.2994285,1
Hanse,0.6428571428571429,0.2,229000,-81.5157535,27.6648274,1
Jeanneau,0.6428571428571429,0.2,195124,-74.2179324,43.2994285,1
Jeanneau,0.6428571428571429,0.35,275000,-85.6023643,44.3148443,1
Jeanneau,0.6428571428571429,0.35,279900,-89.616508,44.268543,1
Jeanneau,0.6428571428571429,0.4,269900,-89.616508,44.268543,1
Jeanneau,0.6428571428571429,0.85,364800,-81.5157535,27.6648274,1
Moody,0.6428571428571429,0.5,285000,-73.087749,41.603221,1
Southerly,0.6428571428571429,0.85,995000,-73.087749,41.603221,1
Beneteau,0.7142857142857143,0.2,230000,-76.6412734,39.0457538,1
Beneteau,0.7142857142857143,0.2,239900,-74.4056612,40.0583238,1
Beneteau,0.7142857142857143,0.2,219000,-78.0249023,37.9268688,1
Beneteau,0.7142857142857143,0.95,525000,-73.087749,41.603221,1
Beneteau,0.7142857142857143,0.95,499000,-81.5157535,27.6648274,1
Jeanneau,0.7142857142857143,0.2,249900,-81.5157535,27.6648274,1
Jeanneau,0.7142857142857143,0.55,299000,-81.5157535,27.6648274,1
Jeanneau,0.7142857142857143,0.7,350000,-81.5157535,27.6648274,1
Morris,0.7142857142857143,0.3,795000,-69.4454699,45.253783,1
Oyster,0.7142857142857143,0.6,799000,-71.477429,41.5800945,1
Passport,0.7142857142857143,0.9,895000,-76.6412734,39.0457538,1
Salona,0.7142857142857143,0.25,230000,-81.5157535,27.6648274,1
Beneteau,0.7857142857142857,0.6,397500,-78.0249023,37.9268688,1
Catalina,0.7857142857142857,0.4,329500,-78.0249023,37.9268688,1
Elan,0.7857142857142857,0.15,275000,-82.9000751,32.1656221,1
Jeanneau,0.7857142857142857,0.1,165000,-81.5157535,27.6648274,1
Jeanneau,0.7857142857142857,0.1,155000,-81.5157535,27.6648274,1
Jeanneau,0.7857142857142857,0.25,220000,-74.2179324,43.2994285,1
Jeanneau,0.7857142857142857,0.95,600000,-71.477429,41.5800945,1
X-Yachts,0.7857142857142857,0.4,575000,-73.087749,41.603221,1
Beneteau,0.8571428571428571,0.1,199900,-81.163725,33.836081,1
Beneteau,0.8571428571428571,0.2,274000,-92.3291024,30.3918305,1
Catalina,0.8571428571428571,0.35,315000,-78.0249023,37.9268688,1
Hanse,0.8571428571428571,0.4,329500,-76.6412734,39.0457538,1
Jeanneau,0.8571428571428571,0.45,199000,-81.5157535,27.6648274,1
Jeanneau,0.8571428571428571,0.75,450000,-78.0249023,37.9268688,1
Jeanneau,0.8571428571428571,0.95,579000,-76.6412734,39.0457538,1
Oyster,0.8571428571428571,0.6,849000,-81.163725,33.836081,1
Tartan,0.8571428571428571,0.35,485000,-81.5157535,27.6648274,1
Beneteau,0.9285714285714286,0.1,179000,-88.49765,17.189877,1
Beneteau,0.9285714285714286,0.2,169999,-77.39628,25.03428,1
Beneteau,0.9285714285714286,0.2,169999,-77.39628,25.03428,1
Beneteau,0.9285714285714286,0.2,129999,-77.39628,25.03428,1
Beneteau,0.9285714285714286,0.2,129999,-77.39628,25.03428,1
Beneteau,0.9285714285714286,0.45,388000,-85.6023643,44.3148443,1
Catalina,0.9285714285714286,0.4,374900,-74.4056612,40.0583238,1
Elan,0.9285714285714286,0.4,375000,-81.5157535,27.6648274,1
Hanse,0.9285714285714286,0.2,259000,-71.3824374,42.4072107,1
J Boats,0.9285714285714286,0.2,440000,-92.3291024,30.3918305,1
Jeanneau,0.9285714285714286,0.25,260000,-78.0249023,37.9268688,1
Jeanneau,0.9285714285714286,0.95,575000,-76.6412734,39.0457538,1
Tartan,0.9285714285714286,0.35,497000,-71.477429,41.5800945,1
Beneteau,1.0,0.55,469000,-74.2179324,43.2994285,1
Jeanneau,1.0,0.3,425000,-81.5157535,27.6648274,1
Lagoon,0.0,0.1,219000,-81.5157535,27.6648274,0
Lagoon,0.0,0.225,235000,-81.5157535,27.6648274,0
Manta,0.0,0.3,269500,-81.5157535,27.6648274,0
Manta,0.0,0.3,249900,-81.5157535,27.6648274,0
Manta,0.0,0.3,249900,-81.5157535,27.6648274,0
Lagoon ,0.0,0.43,379000,-82.9000751,32.1656221,0
Lagoon,0.0,0.43,320000,-81.5157535,27.6648274,0
Lagoon ,0.0,0.43,320000,-81.5157535,27.6648274,0
Fountaine Pajot,0.0,0.5,229000,-81.5157535,27.6648274,0
Leopard ,0.07142857142857142,0.15,215500,-81.5157535,27.6648274,0
Nautitech,0.07142857142857142,0.2,199990,-81.5157535,27.6648274,0
Maine Cat,0.07142857142857142,0.2800000000000001,349000,-74.2179324,43.2994285,0
Manta,0.07142857142857142,0.3,269900,-81.5157535,27.6648274,0
Fountaine Pajot,0.07142857142857142,0.3324999999999999,275000,-81.5157535,27.6648274,0
Privilege,0.07142857142857142,0.35,345100,-90.230759,15.783471,0
Privilege,0.07142857142857142,0.35,344705,-90.230759,15.783471,0
Lagoon,0.07142857142857142,0.43,349000,-81.5157535,27.6648274,0
Catana,0.07142857142857142,0.55,516769,-90.230759,15.783471,0
Leopard,0.07142857142857142,0.55,257061,-86.241905,15.199999,0
Lagoon ,0.1428571428571428,0.1,226900,-76.6412734,39.0457538,0
Fountaine Pajot,0.1428571428571428,0.35,320000,-76.6412734,39.0457538,0
Lagoon,0.1428571428571428,0.43,349000,-81.5157535,27.6648274,0
Lagoon,0.1428571428571428,0.43,310000,-76.6412734,39.0457538,0
Lagoon ,0.1428571428571428,0.43,294000,-81.5157535,27.6648274,0
Privilege,0.1428571428571428,0.55,429900,-71.3824374,42.4072107,0
Lagoon,0.1428571428571428,0.65,435000,-81.5157535,27.6648274,0
Lagoon,0.2142857142857143,0.1,229000,-81.5157535,27.6648274,0
Fountaine Pajot,0.2142857142857143,0.15,186733,-80.566956,19.513469,0
Lagoon,0.2142857142857143,0.25,380000,-90.230759,15.783471,0
Lagoon,0.2142857142857143,0.25,310061,-80.566956,19.513469,0
Lagoon,0.2142857142857143,0.25,309705,-80.566956,19.513469,0
Lagoon,0.2142857142857143,0.25,297902,-80.566956,19.513469,0
Lagoon,0.2142857142857143,0.25,297560,-80.566956,19.513469,0
Lagoon ,0.2142857142857143,0.25,396000,-81.5157535,27.6648274,0
Lagoon,0.2142857142857143,0.25,389900,-76.6412734,39.0457538,0
Lagoon,0.2142857142857143,0.25,375000,-81.5157535,27.6648274,0
Manta,0.2142857142857143,0.3,270000,-81.5157535,27.6648274,0
Manta,0.2142857142857143,0.3,270000,-81.5157535,27.6648274,0
Fountaine Pajot,0.2142857142857143,0.35,339000,-90.230759,15.783471,0
Lagoon,0.2142857142857143,0.43,359000,-76.6412734,39.0457538,0
Leopard ,0.2142857142857143,0.5,449000,-81.5157535,27.6648274,0
Leopard ,0.2142857142857143,0.5,385000,-81.5157535,27.6648274,0
Voyage Yachts,0.2142857142857143,0.7,365000,-81.5157535,27.6648274,0
Fountaine Pajot,0.2857142857142857,0.2,194008,-88.49765,17.189877,0
Lagoon,0.2857142857142857,0.25,309000,-81.5157535,27.6648274,0
Lagoon,0.2857142857142857,0.25,280000,-81.5157535,27.6648274,0
Lagoon ,0.2857142857142857,0.25,280000,-81.5157535,27.6648274,0
Fountaine Pajot,0.2857142857142857,0.35,300000,-81.5157535,27.6648274,0
Lagoon,0.2857142857142857,0.43,525000,-76.6412734,39.0457538,0
Lagoon,0.2857142857142857,0.75,425000,-81.5157535,27.6648274,0
Seawind ,0.3571428571428572,0.1,329950,-81.5157535,27.6648274,0
Lagoon,0.3571428571428572,0.15,285000,-88.49765,17.189877,0
Fountaine Pajot,0.3571428571428572,0.35,390000,-81.5157535,27.6648274,0
Antares,0.3571428571428572,0.4,525000,-81.5157535,27.6648274,0
Antares,0.3571428571428572,0.4,495000,-81.5157535,27.6648274,0
Voyage Yachts,0.3571428571428572,0.7,595000,-81.5157535,27.6648274,0
Leopard,0.4285714285714285,0.075,339000,-81.5157535,27.6648274,0
Leopard ,0.4285714285714285,0.075,339000,-81.5157535,27.6648274,0
Leopard,0.4285714285714285,0.325,459000,-81.5157535,27.6648274,0
Leopard,0.4285714285714285,0.325,459000,-81.5157535,27.6648274,0
Lagoon,0.4285714285714285,0.4899999999999999,499000,-81.5157535,27.6648274,0
Lagoon ,0.4285714285714285,0.4899999999999999,499000,-81.5157535,27.6648274,0
Leopard ,0.4285714285714285,0.5,480000,-81.5157535,27.6648274,0
Lagoon ,0.5,0.1,292000,-74.2179324,43.2994285,0
Fountaine Pajot,0.5,0.15,315000,-90.230759,15.783471,0
Antares,0.5,0.4,749000,-81.5157535,27.6648274,0
Lagoon,0.5,0.4899999999999999,400142,-88.49765,17.189877,0
Lagoon ,0.5,0.4899999999999999,459950,-81.5157535,27.6648274,0
Lagoon,0.5714285714285714,0.4899999999999999,369000,-77.39628,25.03428,0
Lagoon ,0.5714285714285714,0.4899999999999999,510000,-81.5157535,27.6648274,0
Lagoon,0.5714285714285714,0.8,759000,-81.5157535,27.6648274,0
Leopard,0.6428571428571429,0.075,245000,-88.49765,17.189877,0
Lagoon ,0.6428571428571429,0.1,264000,-81.5157535,27.6648274,0
Fountaine Pajot,0.6428571428571429,0.3800000000000001,535000,-81.5157535,27.6648274,0
Lagoon,0.6428571428571429,0.4899999999999999,499000,-81.5157535,27.6648274,0
Fountaine Pajot,0.6428571428571429,0.55,485000,-81.5157535,27.6648274,0
Lagoon,0.7142857142857143,0.3,340459,-88.49765,17.189877,0
Lagoon,0.7142857142857143,0.3,340069,-88.49765,17.189877,0
Leopard,0.7142857142857143,0.325,359000,-88.49765,17.189877,0
Leopard,0.7142857142857143,0.325,339999,-77.39628,25.03428,0
Leopard,0.7142857142857143,0.325,569000,-81.5157535,27.6648274,0
Leopard ,0.7142857142857143,0.325,569000,-81.5157535,27.6648274,0
Leopard,0.7142857142857143,0.325,567000,-81.5157535,27.6648274,0
Leopard ,0.7142857142857143,0.325,567000,-81.5157535,27.6648274,0
Bali,0.7142857142857143,0.35,449000,-81.5157535,27.6648274,0
Fountaine Pajot,0.7142857142857143,0.65,765000,-81.5157535,27.6648274,0
Privilege,0.7142857142857143,1.0,1200000,-81.5157535,27.6648274,0
Privilege,0.7142857142857143,1.0,999000,-81.5157535,27.6648274,0
Lagoon ,0.7857142857142857,0.1,335000,-81.5157535,27.6648274,0
Lagoon,0.7857142857142857,0.15,340000,-77.39628,25.03428,0
Lagoon,0.7857142857142857,0.15,340000,-77.39628,25.03428,0
Leopard,0.7857142857142857,0.15,329000,-88.49765,17.189877,0
Leopard,0.7857142857142857,0.15,329000,-88.49765,17.189877,0
Lagoon,0.7857142857142857,0.15,429000,-81.5157535,27.6648274,0
Fountaine Pajot,0.7857142857142857,0.15,395000,-71.3824374,42.4072107,0
Chris White,0.7857142857142857,0.2,295000,-81.5157535,27.6648274,0
Maine Cat,0.7857142857142857,0.2800000000000001,499900,-81.5157535,27.6648274,0
Leopard,0.7857142857142857,0.325,239999,-77.39628,25.03428,0
Fountaine Pajot,0.7857142857142857,0.3800000000000001,589000,-76.6412734,39.0457538,0
Fountaine Pajot,0.7857142857142857,0.3800000000000001,399000,-81.5157535,27.6648274,0
Fountaine Pajot,0.7857142857142857,0.3800000000000001,399000,-81.5157535,27.6648274,0
Leopard,0.7857142857142857,0.6,339999,-77.39628,25.03428,0
Leopard,0.8571428571428571,0.15,209999,-77.39628,25.03428,0
Fountaine Pajot,0.8571428571428571,0.15,495000,-81.5157535,27.6648274,0
Nautitech,0.8571428571428571,0.2,398000,-71.477429,41.5800945,0
Lagoon,0.8571428571428571,0.325,545000,-79.0192997,35.7595731,0
Lagoon ,0.8571428571428571,0.325,545000,-79.0192997,35.7595731,0
Fountaine Pajot,0.8571428571428571,0.3800000000000001,450000,-81.5157535,27.6648274,0
Nautitech,0.8571428571428571,0.45,589343,-90.230759,15.783471,0
Nautitech,0.8571428571428571,0.45,589151,-90.230759,15.783471,0
