Make,Y,L,Price,Longitude,Latitude,flag
Caliber,0.1428571428571428,0.6,389900,-99.9018131,31.9685998,1
Catalina,0.1428571428571428,0.5,209999,-102.552784,23.634501,1
Hunter,0.1428571428571428,0.1,109700,-119.4179324,36.778261,1
Hunter,0.1428571428571428,0.1,105000,-102.552784,23.634501,1
Hunter,0.1428571428571428,0.7,249000,-119.4179324,36.778261,1
Island Packet,0.1428571428571428,0.8,447000,-119.4179324,36.778261,1
J Boats,0.1428571428571428,0.2,225000,-119.4179324,36.778261,1
Jeanneau,0.1428571428571428,0.3,169000,-119.4179324,36.778261,1
Jeanneau,0.1428571428571428,0.65,249000,-119.4179324,36.778261,1
Jeanneau,0.1428571428571428,0.95,339500,-120.7401385,47.7510741,1
Tayana,0.1428571428571428,0.5,275000,-155.5827818,19.8967662,1
Tayana,0.1428571428571428,0.8,365000,-119.4179324,36.778261,1
Beneteau,0.2142857142857143,0.2,159000,-120.7401385,47.7510741,1
Beneteau,0.2142857142857143,0.35,189500,-119.4179324,36.778261,1
Beneteau,0.2142857142857143,0.35,174000,-120.7401385,47.7510741,1
Beneteau,0.2142857142857143,0.65,249000,-119.4179324,36.778261,1
C&C,0.2142857142857143,0.1,134900,-99.9018131,31.9685998,1
Catalina,0.2142857142857143,0.3,188000,-119.4179324,36.778261,1
Catalina,0.2142857142857143,0.55,249000,-99.9018131,31.9685998,1
Hanse,0.2142857142857143,0.8,397000,-119.4179324,36.778261,1
Hanse,0.2142857142857143,0.8,280000,-102.552784,23.634501,1
Hunter,0.2142857142857143,0.1,109900,-99.9018131,31.9685998,1
Hunter,0.2142857142857143,0.2,120000,-119.4179324,36.778261,1
Hunter,0.2142857142857143,0.45,245000,-119.4179324,36.778261,1
Jeanneau,0.2142857142857143,0.15,149000,-119.4179324,36.778261,1
Jeanneau,0.2142857142857143,0.15,129900,-120.7401385,47.7510741,1
Sabre,0.2142857142857143,0.3,299000,-119.4179324,36.778261,1
Beneteau,0.2857142857142857,0.2,159000,-120.7401385,47.7510741,1
Beneteau,0.2857142857142857,0.55,229000,-119.4179324,36.778261,1
Beneteau,0.2857142857142857,0.65,239000,-102.552784,23.634501,1
Beneteau ,0.2857142857142857,0.65,249000,-102.552784,23.634501,1
Catalina,0.2857142857142857,0.55,299900,-119.4179324,36.778261,1
Hunter,0.2857142857142857,0.1,135000,-119.4179324,36.778261,1
Hunter,0.2857142857142857,0.2,120000,-119.4179324,36.778261,1
Hunter,0.2857142857142857,0.7,259000,-119.4179324,36.778261,1
Beneteau,0.3571428571428572,0.35,185000,-119.4179324,36.778261,1
Beneteau,0.3571428571428572,0.65,250000,-119.4179324,36.778261,1
Catalina,0.3571428571428572,0.4,259000,-119.4179324,36.778261,1
Hunter,0.3571428571428572,0.15,144900,-99.9018131,31.9685998,1
Jeanneau,0.3571428571428572,0.45,169000,-120.5542012,43.8041334,1
Jeanneau,0.3571428571428572,0.45,249000,-120.7401385,47.7510741,1
Beneteau,0.4285714285714285,0.2,155000,-119.4179324,36.778261,1
Beneteau,0.4285714285714285,0.65,275000,-155.5827818,19.8967662,1
Catalina,0.4285714285714285,0.3,189000,-99.9018131,31.9685998,1
Hunter,0.4285714285714285,0.15,155000,-119.4179324,36.778261,1
Jeanneau,0.4285714285714285,0.45,169000,-120.7401385,47.7510741,1
Sabre,0.4285714285714285,0.5,509000,-119.4179324,36.778261,1
Beneteau,0.5,0.35,219000,-119.4179324,36.778261,1
Beneteau,0.5,0.65,399650,-119.4179324,36.778261,1
Beneteau,0.5,0.65,375000,-119.4179324,36.778261,1
Catalina,0.5,0.1,199000,-119.4179324,36.778261,1
Jeanneau,0.5,0.25,219000,-119.4179324,36.778261,1
Jeanneau,0.5,0.35,197777,-119.4179324,36.778261,1
Bavaria,0.5714285714285714,0.5,234900,-119.4179324,36.778261,1
Beneteau,0.5714285714285714,0.2,220000,-119.4179324,36.778261,1
Beneteau,0.5714285714285714,0.2,219500,-119.4179324,36.778261,1
Beneteau,0.5714285714285714,0.45,330000,-102.552784,23.634501,1
Beneteau,0.5714285714285714,0.6,359500,-120.7401385,47.7510741,1
Catalina,0.5714285714285714,0.1,219999,-99.9018131,31.9685998,1
Bavaria,0.6428571428571429,0.5,269000,-119.4179324,36.778261,1
Beneteau,0.6428571428571429,0.65,395000,-99.9018131,31.9685998,1
Beneteau,0.6428571428571429,0.95,535000,-119.4179324,36.778261,1
Jeanneau,0.6428571428571429,0.7,389000,-119.4179324,36.778261,1
Jeanneau,0.6428571428571429,0.85,440500,-119.4179324,36.778261,1
Passport,0.6428571428571429,0.9,998000,-120.7401385,47.7510741,1
Bavaria,0.7142857142857143,0.5,250000,-102.552784,23.634501,1
Beneteau,0.7142857142857143,0.1,210000,-119.4179324,36.778261,1
Beneteau,0.7142857142857143,0.1,189900,-119.4179324,36.778261,1
Beneteau,0.7142857142857143,0.2,244900,-119.4179324,36.778261,1
Beneteau,0.7142857142857143,0.45,309900,-119.4179324,36.778261,1
Beneteau,0.7142857142857143,0.65,399900,-99.9018131,31.9685998,1
Catalina,0.7142857142857143,0.1,249900,-119.4179324,36.778261,1
Hanse,0.7142857142857143,0.05,199000,-119.4179324,36.778261,1
Jeanneau,0.7142857142857143,0.85,389500,-120.7401385,47.7510741,1
X-Yachts,0.7142857142857143,0.1,350000,-119.4179324,36.778261,1
Beneteau,0.7857142857142857,0.1,199000,-119.4179324,36.778261,1
Beneteau,0.7857142857142857,0.6,389000,-119.4179324,36.778261,1
Beneteau,0.7857142857142857,0.6,375000,-99.9018131,31.9685998,1
Jeanneau,0.7857142857142857,0.95,599999,-120.7401385,47.7510741,1
Moody,0.7857142857142857,0.9,919000,-119.4179324,36.778261,1
Beneteau,0.8571428571428571,0.05,205000,-119.4179324,36.778261,1
Beneteau,0.8571428571428571,0.1,220000,-119.4179324,36.778261,1
Beneteau,0.8571428571428571,0.45,349000,-120.7401385,47.7510741,1
Dehler,0.8571428571428571,0.55,419000,-120.7401385,47.7510741,1
Jeanneau,0.8571428571428571,0.25,259000,-99.9018131,31.9685998,1
Hanse,0.9285714285714286,0.9,746498,-119.4179324,36.778261,1
Jeanneau,0.9285714285714286,0.25,279900,-119.4179324,36.778261,1
Jeanneau,0.9285714285714286,0.75,499999,-99.9018131,31.9685998,1
Beneteau,1.0,0.1,254000,-119.4179324,36.778261,1
Beneteau,1.0,0.1,289000,-102.552784,23.634501,1
Beneteau,1.0,0.45,459000,-119.4179324,36.778261,1
Dufour,1.0,0.5,469000,-119.4179324,36.778261,1
Jeanneau,1.0,0.25,297000,-119.4179324,36.778261,1
Fountaine Pajot,0.0,0.15,210000,-102.552784,23.634501,0
Leopard ,0.07142857142857142,0.15,239000,-120.7401385,47.7510741,0
Fountaine Pajot,0.07142857142857142,0.15,219000,-99.9018131,31.9685998,0
Privilege,0.07142857142857142,0.35,344705,-102.552784,23.634501,0
Privilege,0.07142857142857142,0.35,315000,-102.552784,23.634501,0
Seawind,0.2142857142857143,0.1,350000,-102.552784,23.634501,0
Lagoon,0.2142857142857143,0.43,303674,-102.552784,23.634501,0
Lagoon,0.2142857142857143,0.43,303437,-102.552784,23.634501,0
Chris White,0.3571428571428572,0.6350000000000001,565000,-120.7401385,47.7510741,0
Lagoon,0.6428571428571429,0.3,440000,-102.552784,23.634501,0
Lagoon,0.6428571428571429,0.8,799000,-99.9018131,31.9685998,0
Seawind,0.7142857142857143,0.25,455000,-102.552784,23.634501,0
Lagoon,0.7142857142857143,0.8,949000,-119.4179324,36.778261,0
Lagoon,0.7857142857142857,0.1199999999999999,399000,-102.552784,23.634501,0
Lagoon,0.7857142857142857,0.4899999999999999,650000,-102.552784,23.634501,0
Seawind,0.8571428571428571,0.15,400000,-120.7401385,47.7510741,0
Seawind,0.8571428571428571,0.15,400000,-120.7401385,47.7510741,0
Antares,0.9285714285714286,0.4,910000,-119.4179324,36.778261,0
Lagoon,0.9285714285714286,0.8,1273178,-102.552784,23.634501,0
Lagoon ,0.9285714285714286,0.8,1075000,-102.552784,23.634501,0
Fountaine Pajot,1.0,0.25,671824,-99.9018131,31.9685998,0
Lagoon,1.0,0.325,589000,-99.9018131,31.9685998,0
Lagoon,1.0,0.325,589000,-99.9018131,31.9685998,0
Lagoon,1.0,0.4899999999999999,599000,-102.552784,23.634501,0
